date,region,category,product_name,internal_price,competitor_price,units_sold,inventory_level,revenue,price_index
2026-02-21,West,Lifestyle,Aeon Capri,43.17,47.3,93,127,4015.0,0.91
2026-02-21,West,Apparel,Aero Daily Fitness Tee,27.22,23.16,31,39,844.0,1.18
2026-02-21,West,Lifestyle,Aether Gym Pant,75.66,73.29,54,134,4086.0,1.03
2026-02-21,West,Lifestyle,Affirm Water Bottle,8.46,5.59,34,178,288.0,1.51
2026-02-21,West,Lifestyle,Aim Analog Watch,45.24,46.87,10,62,452.0,0.97
2026-02-21,West,Lifestyle,Ajax Full-Zip Sweatshirt,69.07,67.64,89,175,6147.0,1.02
2026-02-21,West,Lifestyle,Ana Running Short,42.4,38.14,36,195,1526.0,1.11
2026-02-21,West,Lifestyle,Angel Light Running Short,40.99,40.67,67,168,2746.0,1.01
2026-02-21,West,Lifestyle,Antonia Racer Tank,33.47,34.78,32,143,1071.0,0.96
2026-02-21,West,Lifestyle,Apollo Running Short,28.48,31.41,10,89,285.0,0.91
2026-02-21,West,Lifestyle,Arcadio Gym Short,16.33,21.33,42,189,686.0,0.77
2026-02-21,West,Lifestyle,Argus All-Weather Tank,19.39,20.63,64,193,1241.0,0.94
2026-02-21,West,Lifestyle,Ariel Roll Sleeve Sweatshirt,37.92,37.0,43,31,1631.0,1.02
2026-02-21,West,Lifestyle,Artemis Running Short,46.14,44.12,81,170,3737.0,1.05
2026-02-21,East,Apparel,Abominable Hoodie,73.37,67.39,76,21,5576.0,1.09
2026-02-21,East,Lifestyle,Adrienne Trek Jacket,61.64,55.03,25,60,1541.0,1.12
2026-02-21,East,Lifestyle,Aeon Capri,45.77,48.08,36,176,1648.0,0.95
2026-02-21,East,Apparel,Aero Daily Fitness Tee,23.95,24.48,43,28,1030.0,0.98
2026-02-21,East,Lifestyle,Aether Gym Pant,70.78,72.31,15,175,1062.0,0.98
2026-02-21,East,Lifestyle,Affirm Water Bottle,5.0,6.89,69,149,345.0,0.73
2026-02-21,East,Lifestyle,Aim Analog Watch,47.52,46.31,14,86,665.0,1.03
2026-02-21,East,Lifestyle,Ajax Full-Zip Sweatshirt,65.57,69.55,65,197,4262.0,0.94
2026-02-21,East,Lifestyle,Ana Running Short,38.6,38.27,42,104,1621.0,1.01
2026-02-21,East,Lifestyle,Angel Light Running Short,38.59,41.95,83,25,3203.0,0.92
2026-02-21,East,Lifestyle,Antonia Racer Tank,34.19,34.89,34,4,1162.0,0.98
2026-02-21,East,Lifestyle,Apollo Running Short,33.94,34.16,98,81,3326.0,0.99
2026-02-21,East,Lifestyle,Arcadio Gym Short,15.1,20.13,81,188,1223.0,0.75
2026-02-21,East,Lifestyle,Argus All-Weather Tank,24.91,23.36,50,170,1246.0,1.07
2026-02-21,East,Lifestyle,Ariel Roll Sleeve Sweatshirt,34.97,38.35,53,95,1853.0,0.91
2026-02-21,East,Lifestyle,Artemis Running Short,40.93,44.87,74,79,3029.0,0.91
2026-02-21,Central,Apparel,Abominable Hoodie,73.04,67.71,87,53,6354.0,1.08
2026-02-21,Central,Lifestyle,Adrienne Trek Jacket,58.01,56.58,50,136,2901.0,1.03
2026-02-21,Central,Lifestyle,Aeon Capri,45.09,48.23,99,9,4464.0,0.93
2026-02-21,Central,Apparel,Aero Daily Fitness Tee,22.41,25.89,23,101,515.0,0.87
2026-02-21,Central,Lifestyle,Aether Gym Pant,75.32,75.3,74,177,5574.0,1.0
2026-02-21,Central,Lifestyle,Affirm Water Bottle,5.0,7.03,25,59,125.0,0.71
2026-02-21,Central,Lifestyle,Aim Analog Watch,42.75,46.85,73,118,3121.0,0.91
2026-02-21,Central,Lifestyle,Ajax Full-Zip Sweatshirt,73.4,69.26,20,126,1468.0,1.06
2026-02-21,Central,Lifestyle,Ana Running Short,43.56,41.6,92,58,4008.0,1.05
2026-02-21,Central,Lifestyle,Angel Light Running Short,38.73,40.77,89,82,3447.0,0.95
2026-02-21,Central,Lifestyle,Antonia Racer Tank,29.67,35.05,10,121,297.0,0.85
2026-02-21,Central,Lifestyle,Apollo Running Short,35.8,30.7,96,89,3437.0,1.17
2026-02-21,Central,Lifestyle,Arcadio Gym Short,22.49,18.0,10,35,225.0,1.25
2026-02-21,Central,Lifestyle,Argus All-Weather Tank,18.99,22.09,50,123,949.0,0.86
2026-02-21,Central,Lifestyle,Ariel Roll Sleeve Sweatshirt,40.96,37.89,52,83,2130.0,1.08
2026-02-21,Central,Lifestyle,Artemis Running Short,40.51,44.81,69,75,2795.0,0.9
2026-02-21,South,Apparel,Abominable Hoodie,65.31,69.56,92,63,6009.0,0.94
2026-02-21,South,Lifestyle,Adrienne Trek Jacket,61.62,58.6,64,180,3944.0,1.05
2026-02-21,South,Lifestyle,Aeon Capri,48.53,47.22,77,49,3737.0,1.03
2026-02-21,South,Apparel,Aero Daily Fitness Tee,24.6,24.26,92,166,2263.0,1.01
2026-02-21,South,Lifestyle,Aether Gym Pant,73.59,72.05,24,138,1766.0,1.02
2026-02-21,South,Lifestyle,Affirm Water Bottle,6.01,6.72,30,113,180.0,0.89
2026-02-21,South,Lifestyle,Aim Analog Watch,49.94,44.2,52,4,2597.0,1.13
2026-02-21,South,Lifestyle,Ajax Full-Zip Sweatshirt,67.62,67.24,19,195,1285.0,1.01
2026-02-21,South,Lifestyle,Ana Running Short,39.86,38.84,86,75,3428.0,1.03
2026-02-21,South,Lifestyle,Angel Light Running Short,39.9,40.36,16,171,638.0,0.99
2026-02-21,South,Lifestyle,Antonia Racer Tank,29.01,35.11,48,186,1392.0,0.83
2026-02-21,South,Lifestyle,Apollo Running Short,32.49,32.51,40,7,1300.0,1.0
2026-02-21,South,Lifestyle,Arcadio Gym Short,17.67,20.77,32,119,565.0,0.85
2026-02-21,South,Lifestyle,Argus All-Weather Tank,25.65,20.96,70,185,1796.0,1.22
2026-02-21,South,Lifestyle,Ariel Roll Sleeve Sweatshirt,39.3,39.51,16,156,629.0,0.99
2026-02-21,South,Lifestyle,Artemis Running Short,45.09,46.77,96,75,4329.0,0.96
2026-02-20,West,Apparel,Abominable Hoodie,69.67,67.3,99,168,6897.0,1.04
2026-02-20,West,Lifestyle,Adrienne Trek Jacket,52.55,57.62,91,34,4782.0,0.91
2026-02-20,West,Lifestyle,Aeon Capri,45.04,47.27,6,40,270.0,0.95
2026-02-20,West,Apparel,Aero Daily Fitness Tee,23.04,24.84,73,54,1682.0,0.93
2026-02-20,West,Lifestyle,Aether Gym Pant,77.24,75.04,97,62,7492.0,1.03
2026-02-20,West,Lifestyle,Affirm Water Bottle,11.64,5.55,81,1,943.0,2.1
2026-02-20,West,Lifestyle,Aim Analog Watch,40.19,43.73,33,173,1326.0,0.92
2026-02-20,West,Lifestyle,Ajax Full-Zip Sweatshirt,64.26,69.56,40,35,2570.0,0.92
2026-02-20,West,Lifestyle,Ana Running Short,44.56,41.45,21,21,936.0,1.08
2026-02-20,West,Lifestyle,Angel Light Running Short,42.21,40.17,52,46,2195.0,1.05
2026-02-20,West,Lifestyle,Antonia Racer Tank,33.29,34.94,38,56,1265.0,0.95
2026-02-20,West,Lifestyle,Apollo Running Short,34.96,32.57,25,68,874.0,1.07
2026-02-20,West,Lifestyle,Arcadio Gym Short,16.08,20.63,37,147,595.0,0.78
2026-02-20,West,Lifestyle,Argus All-Weather Tank,24.68,23.66,96,106,2369.0,1.04
2026-02-20,West,Lifestyle,Ariel Roll Sleeve Sweatshirt,38.04,40.24,8,70,304.0,0.95
2026-02-20,West,Lifestyle,Artemis Running Short,42.7,44.73,23,136,982.0,0.95
2026-02-20,East,Apparel,Abominable Hoodie,69.87,70.45,79,25,5520.0,0.99
2026-02-20,East,Lifestyle,Adrienne Trek Jacket,60.51,57.36,66,0,3994.0,1.05
2026-02-20,East,Lifestyle,Aeon Capri,44.96,49.82,85,1,3822.0,0.9
2026-02-20,East,Apparel,Aero Daily Fitness Tee,27.95,25.1,38,77,1062.0,1.11
2026-02-20,East,Lifestyle,Aether Gym Pant,75.37,73.15,46,187,3467.0,1.03
2026-02-20,East,Lifestyle,Affirm Water Bottle,11.23,5.54,62,126,696.0,2.03
2026-02-20,East,Lifestyle,Aim Analog Watch,48.56,46.06,43,60,2088.0,1.05
2026-02-20,East,Lifestyle,Ajax Full-Zip Sweatshirt,71.53,70.52,18,38,1288.0,1.01
2026-02-20,East,Lifestyle,Ana Running Short,36.56,41.89,32,83,1170.0,0.87
2026-02-20,East,Lifestyle,Angel Light Running Short,45.31,40.02,14,70,634.0,1.13
2026-02-20,East,Lifestyle,Antonia Racer Tank,33.2,33.6,95,80,3154.0,0.99
2026-02-20,East,Lifestyle,Apollo Running Short,36.61,31.33,66,152,2416.0,1.17
2026-02-20,East,Lifestyle,Arcadio Gym Short,17.95,20.06,84,109,1508.0,0.89
2026-02-20,East,Lifestyle,Argus All-Weather Tank,19.13,21.32,93,5,1779.0,0.9
2026-02-20,East,Lifestyle,Ariel Roll Sleeve Sweatshirt,34.3,37.15,54,174,1852.0,0.92
2026-02-20,East,Lifestyle,Artemis Running Short,45.52,43.73,68,52,3095.0,1.04
2026-02-20,Central,Apparel,Abominable Hoodie,70.63,67.81,41,98,2896.0,1.04
2026-02-20,Central,Lifestyle,Adrienne Trek Jacket,52.07,57.22,70,9,3645.0,0.91
2026-02-20,Central,Lifestyle,Aeon Capri,50.77,49.11,14,21,711.0,1.03
2026-02-20,Central,Apparel,Aero Daily Fitness Tee,23.45,24.36,69,3,1618.0,0.96
2026-02-20,Central,Lifestyle,Aether Gym Pant,75.12,72.21,5,121,376.0,1.04
2026-02-20,Central,Lifestyle,Affirm Water Bottle,5.0,8.33,34,116,170.0,0.6
2026-02-20,Central,Lifestyle,Aim Analog Watch,41.5,46.82,52,107,2158.0,0.89
2026-02-20,Central,Lifestyle,Ajax Full-Zip Sweatshirt,71.09,67.61,62,53,4408.0,1.05
2026-02-20,Central,Lifestyle,Ana Running Short,38.03,41.11,88,186,3347.0,0.93
2026-02-20,Central,Lifestyle,Angel Light Running Short,44.4,40.95,44,170,1954.0,1.08
2026-02-20,Central,Lifestyle,Antonia Racer Tank,36.49,34.07,28,174,1022.0,1.07
2026-02-20,Central,Lifestyle,Apollo Running Short,30.02,32.42,40,33,1201.0,0.93
2026-02-20,Central,Lifestyle,Arcadio Gym Short,17.85,21.49,21,145,375.0,0.83
2026-02-20,Central,Lifestyle,Argus All-Weather Tank,25.53,21.92,61,30,1557.0,1.16
2026-02-20,Central,Lifestyle,Ariel Roll Sleeve Sweatshirt,35.58,37.87,65,89,2313.0,0.94
2026-02-20,Central,Lifestyle,Artemis Running Short,40.8,44.06,30,7,1224.0,0.93
2026-02-20,South,Apparel,Abominable Hoodie,67.36,70.17,39,124,2627.0,0.96
2026-02-20,South,Lifestyle,Adrienne Trek Jacket,58.17,55.07,26,123,1512.0,1.06
2026-02-20,South,Lifestyle,Aeon Capri,47.55,47.38,63,27,2996.0,1.0
2026-02-20,South,Apparel,Aero Daily Fitness Tee,25.76,25.78,55,195,1417.0,1.0
2026-02-20,South,Lifestyle,Aether Gym Pant,77.51,74.56,90,77,6976.0,1.04
2026-02-20,South,Lifestyle,Affirm Water Bottle,7.75,8.8,33,184,256.0,0.88
2026-02-20,South,Lifestyle,Aim Analog Watch,44.95,45.68,30,34,1349.0,0.98
2026-02-20,South,Lifestyle,Ajax Full-Zip Sweatshirt,70.79,67.7,88,82,6230.0,1.05
2026-02-20,South,Lifestyle,Ana Running Short,36.53,38.15,70,37,2557.0,0.96
2026-02-20,South,Lifestyle,Angel Light Running Short,40.24,42.78,65,158,2616.0,0.94
2026-02-20,South,Lifestyle,Antonia Racer Tank,29.24,32.46,93,112,2719.0,0.9
2026-02-20,South,Lifestyle,Apollo Running Short,33.66,34.3,91,124,3063.0,0.98
2026-02-20,South,Lifestyle,Arcadio Gym Short,22.72,19.62,51,93,1159.0,1.16
2026-02-20,South,Lifestyle,Argus All-Weather Tank,22.17,20.04,31,195,687.0,1.11
2026-02-20,South,Lifestyle,Ariel Roll Sleeve Sweatshirt,43.31,38.55,95,134,4114.0,1.12
2026-02-20,South,Lifestyle,Artemis Running Short,48.61,46.16,83,22,4035.0,1.05
2026-02-19,West,Apparel,Abominable Hoodie,66.59,67.13,96,87,6393.0,0.99
2026-02-19,West,Lifestyle,Adrienne Trek Jacket,61.5,56.42,25,13,1538.0,1.09
2026-02-19,West,Lifestyle,Aeon Capri,43.95,46.5,50,78,2198.0,0.95
2026-02-19,West,Apparel,Aero Daily Fitness Tee,23.77,24.57,72,133,1711.0,0.97
2026-02-19,West,Lifestyle,Aether Gym Pant,71.59,75.95,89,6,6372.0,0.94
2026-02-19,West,Lifestyle,Affirm Water Bottle,6.57,6.02,67,80,440.0,1.09
2026-02-19,West,Lifestyle,Aim Analog Watch,40.37,44.13,10,118,404.0,0.91
2026-02-19,West,Lifestyle,Ajax Full-Zip Sweatshirt,64.47,70.03,76,149,4900.0,0.92
2026-02-19,West,Lifestyle,Ana Running Short,40.15,41.98,38,39,1526.0,0.96
2026-02-19,West,Lifestyle,Angel Light Running Short,45.44,40.28,56,155,2545.0,1.13
2026-02-19,West,Lifestyle,Antonia Racer Tank,35.59,33.96,67,62,2385.0,1.05
2026-02-19,West,Lifestyle,Apollo Running Short,35.42,32.97,28,192,992.0,1.07
2026-02-19,West,Lifestyle,Arcadio Gym Short,22.06,20.64,68,117,1500.0,1.07
2026-02-19,West,Lifestyle,Argus All-Weather Tank,22.42,22.89,59,44,1323.0,0.98
2026-02-19,West,Lifestyle,Ariel Roll Sleeve Sweatshirt,36.61,40.85,52,2,1904.0,0.9
2026-02-19,West,Lifestyle,Artemis Running Short,40.08,44.74,7,122,281.0,0.9
2026-02-19,East,Apparel,Abominable Hoodie,65.1,70.42,47,143,3060.0,0.92
2026-02-19,East,Lifestyle,Adrienne Trek Jacket,53.58,58.48,24,177,1286.0,0.92
2026-02-19,East,Lifestyle,Aeon Capri,47.43,46.82,42,88,1992.0,1.01
2026-02-19,East,Apparel,Aero Daily Fitness Tee,21.69,25.44,84,40,1822.0,0.85
2026-02-19,East,Lifestyle,Aether Gym Pant,70.2,72.45,55,83,3861.0,0.97
2026-02-19,East,Lifestyle,Affirm Water Bottle,8.18,7.72,63,131,515.0,1.06
2026-02-19,East,Lifestyle,Aim Analog Watch,48.32,44.77,32,48,1546.0,1.08
2026-02-19,East,Lifestyle,Ajax Full-Zip Sweatshirt,70.12,68.47,66,182,4628.0,1.02
2026-02-19,East,Lifestyle,Ana Running Short,40.43,38.54,76,63,3073.0,1.05
2026-02-19,East,Lifestyle,Angel Light Running Short,44.19,43.44,87,74,3845.0,1.02
2026-02-19,East,Lifestyle,Antonia Racer Tank,31.5,33.19,62,26,1953.0,0.95
2026-02-19,East,Lifestyle,Apollo Running Short,28.63,32.32,37,127,1059.0,0.89
2026-02-19,East,Lifestyle,Arcadio Gym Short,19.97,19.29,22,137,439.0,1.04
2026-02-19,East,Lifestyle,Argus All-Weather Tank,24.2,22.05,70,55,1694.0,1.1
2026-02-19,East,Lifestyle,Ariel Roll Sleeve Sweatshirt,39.12,38.66,76,14,2973.0,1.01
2026-02-19,East,Lifestyle,Artemis Running Short,46.58,43.58,7,51,326.0,1.07
2026-02-19,Central,Apparel,Abominable Hoodie,65.01,67.69,80,42,5201.0,0.96
2026-02-19,Central,Lifestyle,Adrienne Trek Jacket,59.0,55.27,80,88,4720.0,1.07
2026-02-19,Central,Lifestyle,Aeon Capri,50.1,46.74,13,172,651.0,1.07
2026-02-19,Central,Apparel,Aero Daily Fitness Tee,27.9,24.43,30,162,837.0,1.14
2026-02-19,Central,Lifestyle,Aether Gym Pant,74.72,72.65,41,39,3064.0,1.03
2026-02-19,Central,Lifestyle,Affirm Water Bottle,5.0,8.74,52,92,260.0,0.57
2026-02-19,Central,Lifestyle,Aim Analog Watch,40.17,44.18,75,9,3013.0,0.91
2026-02-19,Central,Lifestyle,Ajax Full-Zip Sweatshirt,66.89,68.3,42,29,2809.0,0.98
2026-02-19,Central,Lifestyle,Ana Running Short,44.31,41.21,29,80,1285.0,1.08
2026-02-19,Central,Lifestyle,Angel Light Running Short,43.96,40.36,60,39,2638.0,1.09
2026-02-19,Central,Lifestyle,Antonia Racer Tank,38.94,35.11,53,117,2064.0,1.11
2026-02-19,Central,Lifestyle,Apollo Running Short,35.58,33.67,50,100,1779.0,1.06
2026-02-19,Central,Lifestyle,Arcadio Gym Short,20.35,18.29,82,58,1669.0,1.11
2026-02-19,Central,Lifestyle,Argus All-Weather Tank,20.58,20.68,11,175,226.0,1.0
2026-02-19,Central,Lifestyle,Ariel Roll Sleeve Sweatshirt,38.53,38.73,42,43,1618.0,0.99
2026-02-19,Central,Lifestyle,Artemis Running Short,45.61,43.39,96,145,4379.0,1.05
2026-02-19,South,Apparel,Abominable Hoodie,73.59,70.53,66,95,4857.0,1.04
2026-02-19,South,Lifestyle,Adrienne Trek Jacket,61.67,56.02,38,110,2343.0,1.1
2026-02-19,South,Lifestyle,Aeon Capri,44.5,49.87,37,5,1647.0,0.89
2026-02-19,South,Apparel,Aero Daily Fitness Tee,24.11,24.84,11,168,265.0,0.97
2026-02-19,South,Lifestyle,Aether Gym Pant,77.94,72.22,22,112,1715.0,1.08
2026-02-19,South,Lifestyle,Affirm Water Bottle,9.65,7.66,67,136,647.0,1.26
2026-02-19,South,Lifestyle,Aim Analog Watch,48.14,45.77,98,195,4718.0,1.05
2026-02-19,South,Lifestyle,Ajax Full-Zip Sweatshirt,65.21,68.51,78,35,5086.0,0.95
2026-02-19,South,Lifestyle,Ana Running Short,41.35,38.53,56,27,2316.0,1.07
2026-02-19,South,Lifestyle,Angel Light Running Short,46.95,41.83,19,1,892.0,1.12
2026-02-19,South,Lifestyle,Antonia Racer Tank,35.0,33.92,86,90,3010.0,1.03
2026-02-19,South,Lifestyle,Apollo Running Short,30.18,31.33,56,53,1690.0,0.96
2026-02-19,South,Lifestyle,Arcadio Gym Short,15.19,18.64,90,103,1367.0,0.81
2026-02-19,South,Lifestyle,Argus All-Weather Tank,19.35,21.06,98,85,1896.0,0.92
2026-02-19,South,Lifestyle,Ariel Roll Sleeve Sweatshirt,37.89,37.45,90,101,3410.0,1.01
2026-02-19,South,Lifestyle,Artemis Running Short,47.89,46.52,15,47,718.0,1.03
2026-02-18,West,Apparel,Abominable Hoodie,73.58,70.76,48,174,3532.0,1.04
2026-02-18,West,Lifestyle,Adrienne Trek Jacket,52.54,57.4,91,72,4781.0,0.92
2026-02-18,West,Lifestyle,Aeon Capri,43.47,49.57,37,0,1608.0,0.88
2026-02-18,West,Apparel,Aero Daily Fitness Tee,26.29,24.93,58,177,1525.0,1.05
2026-02-18,West,Lifestyle,Aether Gym Pant,76.29,73.8,96,65,7324.0,1.03
2026-02-18,West,Lifestyle,Affirm Water Bottle,5.0,8.19,5,168,25.0,0.61
2026-02-18,West,Lifestyle,Aim Analog Watch,45.34,43.6,78,136,3537.0,1.04
2026-02-18,West,Lifestyle,Ajax Full-Zip Sweatshirt,67.06,69.02,46,94,3085.0,0.97
2026-02-18,West,Lifestyle,Ana Running Short,36.78,39.96,55,102,2023.0,0.92
2026-02-18,West,Lifestyle,Angel Light Running Short,44.14,42.39,14,130,618.0,1.04
2026-02-18,West,Lifestyle,Antonia Racer Tank,33.82,32.13,49,168,1657.0,1.05
2026-02-18,West,Lifestyle,Apollo Running Short,35.86,32.3,92,40,3299.0,1.11
2026-02-18,West,Lifestyle,Arcadio Gym Short,17.56,21.18,41,46,720.0,0.83
2026-02-18,West,Lifestyle,Argus All-Weather Tank,20.9,21.14,38,83,794.0,0.99
2026-02-18,West,Lifestyle,Ariel Roll Sleeve Sweatshirt,35.91,37.24,70,15,2514.0,0.96
2026-02-18,West,Lifestyle,Artemis Running Short,49.1,46.2,32,182,1571.0,1.06
2026-02-18,East,Apparel,Abominable Hoodie,69.68,70.91,68,112,4738.0,0.98
2026-02-18,East,Lifestyle,Adrienne Trek Jacket,56.1,58.88,74,160,4151.0,0.95
2026-02-18,East,Lifestyle,Aeon Capri,44.14,46.22,75,147,3311.0,0.95
2026-02-18,East,Apparel,Aero Daily Fitness Tee,19.76,25.1,68,113,1344.0,0.79
2026-02-18,East,Lifestyle,Aether Gym Pant,71.11,75.63,68,31,4835.0,0.94
2026-02-18,East,Lifestyle,Affirm Water Bottle,5.0,6.37,29,99,145.0,0.78
2026-02-18,East,Lifestyle,Aim Analog Watch,45.78,44.4,38,114,1740.0,1.03
2026-02-18,East,Lifestyle,Ajax Full-Zip Sweatshirt,72.82,69.93,81,159,5898.0,1.04
2026-02-18,East,Lifestyle,Ana Running Short,41.81,41.91,98,42,4097.0,1.0
2026-02-18,East,Lifestyle,Angel Light Running Short,46.9,43.37,52,89,2439.0,1.08
2026-02-18,East,Lifestyle,Antonia Racer Tank,37.35,34.32,32,199,1195.0,1.09
2026-02-18,East,Lifestyle,Apollo Running Short,36.73,33.71,67,28,2461.0,1.09
2026-02-18,East,Lifestyle,Arcadio Gym Short,24.61,21.26,62,43,1526.0,1.16
2026-02-18,East,Lifestyle,Argus All-Weather Tank,20.43,23.09,82,172,1675.0,0.88
2026-02-18,East,Lifestyle,Ariel Roll Sleeve Sweatshirt,43.09,40.24,59,149,2542.0,1.07
2026-02-18,East,Lifestyle,Artemis Running Short,41.31,45.94,5,20,207.0,0.9
2026-02-18,Central,Apparel,Abominable Hoodie,68.38,69.93,17,100,1162.0,0.98
2026-02-18,Central,Lifestyle,Adrienne Trek Jacket,52.73,57.4,55,189,2900.0,0.92
2026-02-18,Central,Lifestyle,Aeon Capri,51.85,49.72,19,185,985.0,1.04
2026-02-18,Central,Apparel,Aero Daily Fitness Tee,21.58,24.48,73,70,1575.0,0.88
2026-02-18,Central,Lifestyle,Aether Gym Pant,74.34,75.94,52,185,3866.0,0.98
2026-02-18,Central,Lifestyle,Affirm Water Bottle,5.0,5.58,59,90,295.0,0.9
2026-02-18,Central,Lifestyle,Aim Analog Watch,49.43,43.28,64,88,3164.0,1.14
2026-02-18,Central,Lifestyle,Ajax Full-Zip Sweatshirt,72.2,68.74,79,139,5704.0,1.05
2026-02-18,Central,Lifestyle,Ana Running Short,36.67,38.58,82,115,3007.0,0.95
2026-02-18,Central,Lifestyle,Angel Light Running Short,41.07,43.83,9,130,370.0,0.94
2026-02-18,Central,Lifestyle,Antonia Racer Tank,31.03,32.43,13,6,403.0,0.96
2026-02-18,Central,Lifestyle,Apollo Running Short,33.92,30.73,30,130,1018.0,1.1
2026-02-18,Central,Lifestyle,Arcadio Gym Short,16.9,21.24,76,51,1284.0,0.8
2026-02-18,Central,Lifestyle,Argus All-Weather Tank,26.84,22.74,62,133,1664.0,1.18
2026-02-18,Central,Lifestyle,Ariel Roll Sleeve Sweatshirt,34.96,38.42,60,198,2098.0,0.91
2026-02-18,Central,Lifestyle,Artemis Running Short,41.72,43.66,72,165,3004.0,0.96
2026-02-18,South,Apparel,Abominable Hoodie,67.01,70.24,17,51,1139.0,0.95
2026-02-18,South,Lifestyle,Adrienne Trek Jacket,54.89,56.27,37,85,2031.0,0.98
2026-02-18,South,Lifestyle,Aeon Capri,52.13,46.13,75,159,3910.0,1.13
2026-02-18,South,Apparel,Aero Daily Fitness Tee,19.85,24.99,46,89,913.0,0.79
2026-02-18,South,Lifestyle,Aether Gym Pant,71.88,74.95,6,140,431.0,0.96
2026-02-18,South,Lifestyle,Affirm Water Bottle,6.34,6.99,73,54,463.0,0.91
2026-02-18,South,Lifestyle,Aim Analog Watch,44.91,44.7,49,175,2201.0,1.0
2026-02-18,South,Lifestyle,Ajax Full-Zip Sweatshirt,69.5,67.46,95,178,6603.0,1.03
2026-02-18,South,Lifestyle,Ana Running Short,42.79,39.17,95,130,4065.0,1.09
2026-02-18,South,Lifestyle,Angel Light Running Short,38.82,41.76,23,24,893.0,0.93
2026-02-18,South,Lifestyle,Antonia Racer Tank,34.35,34.24,37,41,1271.0,1.0
2026-02-18,South,Lifestyle,Apollo Running Short,32.06,30.52,91,95,2917.0,1.05
2026-02-18,South,Lifestyle,Arcadio Gym Short,21.69,20.66,7,14,152.0,1.05
2026-02-18,South,Lifestyle,Argus All-Weather Tank,24.9,22.86,35,89,872.0,1.09
2026-02-18,South,Lifestyle,Ariel Roll Sleeve Sweatshirt,43.59,39.29,50,147,2180.0,1.11
2026-02-18,South,Lifestyle,Artemis Running Short,47.29,43.12,6,33,284.0,1.1
2026-02-17,West,Apparel,Abominable Hoodie,71.51,70.03,43,52,3075.0,1.02
2026-02-17,West,Lifestyle,Adrienne Trek Jacket,61.36,57.79,42,179,2577.0,1.06
2026-02-17,West,Lifestyle,Aeon Capri,46.1,46.57,5,6,231.0,0.99
2026-02-17,West,Apparel,Aero Daily Fitness Tee,21.89,25.53,89,119,1948.0,0.86
2026-02-17,West,Lifestyle,Aether Gym Pant,71.29,73.92,78,152,5561.0,0.96
2026-02-17,West,Lifestyle,Affirm Water Bottle,5.0,6.88,89,196,445.0,0.73
2026-02-17,West,Lifestyle,Aim Analog Watch,46.92,43.78,90,120,4223.0,1.07
2026-02-17,West,Lifestyle,Ajax Full-Zip Sweatshirt,73.24,70.42,17,116,1245.0,1.04
2026-02-17,West,Lifestyle,Ana Running Short,38.64,38.55,9,97,348.0,1.0
2026-02-17,West,Lifestyle,Angel Light Running Short,40.22,41.49,25,180,1006.0,0.97
2026-02-17,West,Lifestyle,Antonia Racer Tank,36.92,34.02,94,110,3470.0,1.09
2026-02-17,West,Lifestyle,Apollo Running Short,35.34,33.73,36,185,1272.0,1.05
2026-02-17,West,Lifestyle,Arcadio Gym Short,15.67,18.2,17,58,266.0,0.86
2026-02-17,West,Lifestyle,Argus All-Weather Tank,24.74,23.75,94,55,2326.0,1.04
2026-02-17,West,Lifestyle,Ariel Roll Sleeve Sweatshirt,40.22,39.42,76,107,3057.0,1.02
2026-02-17,West,Lifestyle,Artemis Running Short,49.85,43.48,89,70,4437.0,1.15
2026-02-17,East,Apparel,Abominable Hoodie,66.72,67.18,84,120,5604.0,0.99
2026-02-17,East,Lifestyle,Adrienne Trek Jacket,52.88,58.69,82,115,4336.0,0.9
2026-02-17,East,Lifestyle,Aeon Capri,46.95,46.14,38,94,1784.0,1.02
2026-02-17,East,Apparel,Aero Daily Fitness Tee,22.5,25.67,24,5,540.0,0.88
2026-02-17,East,Lifestyle,Aether Gym Pant,78.65,74.93,22,159,1730.0,1.05
2026-02-17,East,Lifestyle,Affirm Water Bottle,5.06,6.97,86,185,435.0,0.73
2026-02-17,East,Lifestyle,Aim Analog Watch,44.33,45.87,89,176,3945.0,0.97
2026-02-17,East,Lifestyle,Ajax Full-Zip Sweatshirt,64.34,67.37,78,10,5019.0,0.96
2026-02-17,East,Lifestyle,Ana Running Short,42.16,40.1,46,87,1939.0,1.05
2026-02-17,East,Lifestyle,Angel Light Running Short,45.64,42.59,84,138,3834.0,1.07
2026-02-17,East,Lifestyle,Antonia Racer Tank,33.11,35.57,63,96,2086.0,0.93
2026-02-17,East,Lifestyle,Apollo Running Short,37.49,30.95,85,26,3187.0,1.21
2026-02-17,East,Lifestyle,Arcadio Gym Short,22.98,18.04,69,23,1586.0,1.27
2026-02-17,East,Lifestyle,Argus All-Weather Tank,19.63,21.67,93,190,1826.0,0.91
2026-02-17,East,Lifestyle,Ariel Roll Sleeve Sweatshirt,38.44,40.51,87,193,3344.0,0.95
2026-02-17,East,Lifestyle,Artemis Running Short,44.63,44.01,97,186,4329.0,1.01
2026-02-17,Central,Apparel,Abominable Hoodie,64.23,67.02,97,80,6230.0,0.96
2026-02-17,Central,Lifestyle,Adrienne Trek Jacket,61.51,56.47,66,188,4060.0,1.09
2026-02-17,Central,Lifestyle,Aeon Capri,47.34,46.57,18,60,852.0,1.02
